,NO.,CLUSTERED,ACTUAL,RECEPTION DATETIME
17,28718,22450011,532,09-May-2022 19:41:47
18,28719,45270003,544,09-May-2022 19:41:47
19,28720,54070036,537,09-May-2022 19:41:47
20,28721,55130090,472,09-May-2022 19:41:48
21,28722,65080025,528,09-May-2022 19:41:48
22,28723,10320028,451,09-May-2022 19:41:48
23,28724,17250007,488,09-May-2022 19:41:48
24,28725,54150062,684,09-May-2022 19:41:48
25,28726,10020019,500,09-May-2022 19:41:48
26,28727,76010062,580,09-May-2022 19:41:48
27,28728,68030009,532,09-May-2022 19:41:48
28,28729,39061669,433,09-May-2022 19:41:48
29,28730,75010824,633,09-May-2022 19:41:49
30,28731,27040001,378,09-May-2022 19:41:49
31,28732,34050019,437,09-May-2022 19:41:49
32,28733,3130028,472,09-May-2022 19:41:49
33,28734,11020159,525,09-May-2022 19:41:49
34,28735,76030236,693,09-May-2022 19:41:49
35,28736,45010211,670,09-May-2022 19:41:49
36,28737,12450022,482,09-May-2022 19:41:49
37,28738,49110020,584,09-May-2022 19:41:49
38,28739,58020237,547,09-May-2022 19:41:50
39,28740,22300011,644,09-May-2022 19:41:50
40,28741,76070316,642,09-May-2022 19:41:50
41,28742,76020363,622,09-May-2022 19:41:50
42,28743,45010193,623,09-May-2022 19:41:50
43,28744,2020089,666,09-May-2022 19:41:50
44,28745,12050026,574,09-May-2022 19:41:50
45,28746,24020629,468,09-May-2022 19:41:51
46,28747,53160215,690,09-May-2022 19:41:51
47,28748,42150053,222,09-May-2022 19:41:51
48,28749,13140035,610,09-May-2022 19:41:51
49,28750,68170004,674,09-May-2022 19:41:51
0,28751,11130013,490,09-May-2022 19:41:51
1,28752,10140185,657,09-May-2022 19:41:51
2,28753,22060002,690,09-May-2022 19:41:51
3,28754,34280293,647,09-May-2022 19:41:51
4,28755,74030344,673,09-May-2022 19:41:52
5,28756,17280011,595,09-May-2022 19:41:52
6,28757,34050028,527,09-May-2022 19:41:52
7,28758,31190028,467,09-May-2022 19:41:52
8,28759,14040032,680,09-May-2022 19:41:52
9,28760,76060048,595,09-May-2022 19:41:52
10,28761,48050102,475,09-May-2022 19:41:52
11,28762,72010015,640,09-May-2022 19:41:53
12,28763,3010100,463,09-May-2022 19:41:53
13,28764,22140015,689,09-May-2022 19:41:53
14,28765,39121789,425,09-May-2022 19:41:53
15,28766,22170024,549,09-May-2022 19:41:53
16,28767,39131212,554,09-May-2022 19:41:54
17,28768,47020053,576,09-May-2022 19:41:54
18,28769,22340044,624,09-May-2022 19:41:54
19,28770,21090164,488,09-May-2022 19:41:54
20,28771,21090346,447,09-May-2022 19:41:54
21,28772,58080057,541,09-May-2022 19:41:54
22,28773,74040852,612,09-May-2022 19:41:54
23,28774,74020265,689,09-May-2022 19:41:54
24,28775,74030189,654,09-May-2022 19:41:54
25,28776,69050117,486,09-May-2022 19:41:54
26,28777,46160038,554,09-May-2022 19:41:54
27,28778,75020188,581,09-May-2022 19:41:55
28,28779,76050413,516,09-May-2022 19:41:55
29,28780,53160214,633,09-May-2022 19:41:55
30,28781,55300046,499,09-May-2022 19:41:55
31,28782,55240068,427,09-May-2022 19:41:55
32,28783,49090042,531,09-May-2022 19:41:55
33,28784,10300031,632,09-May-2022 19:41:55
34,28785,12350015,638,09-May-2022 19:41:55
35,28786,76040390,651,09-May-2022 19:41:56
36,28787,27080005,663,09-May-2022 19:41:56
37,28788,58050114,610,09-May-2022 19:41:56
38,28789,56320005,374,09-May-2022 19:41:56
39,28790,54130102,690,09-May-2022 19:41:56
40,28791,54150044,697,09-May-2022 19:41:56
41,28792,53090021,619,09-May-2022 19:41:56
42,28793,74041374,608,09-May-2022 19:41:56
43,28794,86020032,369,09-May-2022 19:41:56
44,28795,14060065,699,09-May-2022 19:41:56
45,28796,22170271,601,09-May-2022 19:41:56
46,28797,19140140,650,09-May-2022 19:41:56
47,28798,58050151,431,09-May-2022 19:41:57
48,28799,21090112,479,09-May-2022 19:41:57
49,28800,30220165,443,09-May-2022 19:41:57
0,28801,10120019,525,09-May-2022 19:41:57
1,28802,46220013,542,09-May-2022 19:41:57
2,28803,76070285,577,09-May-2022 19:41:57
3,28804,15270011,481,09-May-2022 19:41:57
4,28805,39010240,598,09-May-2022 19:41:57
5,28806,17270005,639,09-May-2022 19:41:57
6,28807,54130083,727,09-May-2022 19:41:58
7,28808,34030269,458,09-May-2022 19:41:58
8,28809,24020483,567,09-May-2022 19:41:58
9,28810,54220030,591,09-May-2022 19:41:58
10,28811,73220186,614,09-May-2022 19:41:58
11,28812,80020118,456,09-May-2022 19:41:58
12,28813,77010007,622,09-May-2022 19:41:58
13,28814,45110071,658,09-May-2022 19:41:58
14,28815,58140011,620,09-May-2022 19:41:58
15,28816,13120080,537,09-May-2022 19:41:58
16,28817,11100023,687,09-May-2022 19:41:58
17,28818,22170343,661,09-May-2022 19:41:58
18,28819,10200012,593,09-May-2022 19:41:58
19,28820,34040071,538,09-May-2022 19:41:59
20,28821,49300043,586,09-May-2022 19:41:59
21,28822,76020322,640,09-May-2022 19:41:59
22,28823,39050784,485,09-May-2022 19:41:59
23,28824,51100057,624,09-May-2022 19:41:59
24,28825,74030281,694,09-May-2022 19:41:59
25,28826,53030015,346,09-May-2022 19:42:00
26,28827,43180012,527,09-May-2022 19:42:00
27,28828,10140315,638,09-May-2022 19:42:00
28,28829,74040618,620,09-May-2022 19:42:00
29,28830,55140046,660,09-May-2022 19:42:00
30,28831,5140085,466,09-May-2022 19:42:01
31,28832,14020037,663,09-May-2022 19:42:01
32,28833,81050009,200,09-May-2022 19:42:01
33,28834,21220092,642,09-May-2022 19:42:01
34,28835,71060014,532,09-May-2022 19:42:01
35,28836,43180015,617,09-May-2022 19:42:01
36,28837,74050018,569,09-May-2022 19:42:02
37,28838,53040038,243,09-May-2022 19:42:02
38,28839,39111542,432,09-May-2022 19:42:02
39,28840,43050481,515,09-May-2022 19:42:02
40,28841,46100114,676,09-May-2022 19:42:02
41,28842,46100116,668,09-May-2022 19:42:02
42,28843,30220437,588,09-May-2022 19:42:02
43,28844,8110023,448,09-May-2022 19:42:02
44,28845,76030331,636,09-May-2022 19:42:02
45,28846,76070164,573,09-May-2022 19:42:02
46,28847,43200009,581,09-May-2022 19:42:02
47,28848,22300203,536,09-May-2022 19:42:03
48,28849,22170129,631,09-May-2022 19:42:03
49,28850,76050039,530,09-May-2022 19:42:03
0,28851,23190103,620,09-May-2022 19:42:03
1,28852,26110013,271,09-May-2022 19:42:03
2,28853,45320026,638,09-May-2022 19:42:03
3,28854,71070045,652,09-May-2022 19:42:03
4,28855,47040001,689,09-May-2022 19:42:03
5,28856,5170134,650,09-May-2022 19:42:04
6,28857,82010069,489,09-May-2022 19:42:04
7,28858,73230016,571,09-May-2022 19:42:04
8,28859,74041714,610,09-May-2022 19:42:04
9,28860,56250011,475,09-May-2022 19:42:04
10,28861,76040369,681,09-May-2022 19:42:05
11,28862,41130011,501,09-May-2022 19:42:05
12,28863,58110139,561,09-May-2022 19:42:05
13,28864,22260148,688,09-May-2022 19:42:05
14,28865,21180166,600,09-May-2022 19:42:05
15,28866,21180179,571,09-May-2022 19:42:05
16,28867,21140031,621,09-May-2022 19:42:05
17,28868,4070071,677,09-May-2022 19:42:05
18,28869,14020035,625,09-May-2022 19:42:05
19,28870,49080068,630,09-May-2022 19:42:05
20,28871,22170963,630,09-May-2022 19:42:05
21,28872,76050157,574,09-May-2022 19:42:05
22,28873,76070172,671,09-May-2022 19:42:05
23,28874,73150005,554,09-May-2022 19:42:05
24,28875,63030161,599,09-May-2022 19:42:05
25,28876,74040820,416,09-May-2022 19:42:05
26,28877,63110005,584,09-May-2022 19:42:06
27,28878,22320086,664,09-May-2022 19:42:06
28,28879,34050468,527,09-May-2022 19:42:06
29,28880,76070158,418,09-May-2022 19:42:07
30,28881,30450081,513,09-May-2022 19:42:07
31,28882,76020348,658,09-May-2022 19:42:07
32,28883,21050010,539,09-May-2022 19:42:07
33,28884,1060004,440,09-May-2022 19:42:08
34,28885,21060208,646,09-May-2022 19:42:08
35,28886,66160012,249,09-May-2022 19:42:08
36,28887,45100021,656,09-May-2022 19:42:08
37,28888,42100073,526,09-May-2022 19:42:08
38,28889,34060007,491,09-May-2022 19:42:08
39,28890,50050056,591,09-May-2022 19:42:08
40,28891,35160009,541,09-May-2022 19:42:09
41,28892,48060013,332,09-May-2022 19:42:09
42,28893,14010037,700,09-May-2022 19:42:09
43,28894,70110014,425,09-May-2022 19:42:09
44,28895,14230162,531,09-May-2022 19:42:09
45,28896,49160044,471,09-May-2022 19:42:09
46,28897,39111321,474,09-May-2022 19:42:09
47,28898,74041916,526,09-May-2022 19:42:09
48,28899,21230127,629,09-May-2022 19:42:10
49,28900,21060448,586,09-May-2022 19:42:10
0,28901,52020038,520,09-May-2022 19:42:10
1,28902,24021300,587,09-May-2022 19:42:10
2,28903,54020022,590,09-May-2022 19:42:10
3,28904,10020035,515,09-May-2022 19:42:10
4,28905,43080031,503,09-May-2022 19:42:10
5,28906,3030047,447,09-May-2022 19:42:11
6,28907,2010014,448,09-May-2022 19:42:11
7,28908,12320014,505,09-May-2022 19:42:11
8,28909,42040014,508,09-May-2022 19:42:11
9,28910,60030081,525,09-May-2022 19:42:11
10,28911,74020171,631,09-May-2022 19:42:11
11,28912,76040282,604,09-May-2022 19:42:11
12,28913,16030009,568,09-May-2022 19:42:11
13,28914,10310193,651,09-May-2022 19:42:11
14,28915,22520038,589,09-May-2022 19:42:12
15,28916,39010158,602,09-May-2022 19:42:12
16,28917,54130039,641,09-May-2022 19:42:12
17,28918,22310030,515,09-May-2022 19:42:12
18,28919,14200168,518,09-May-2022 19:42:12
19,28920,74030368,668,09-May-2022 19:42:12
20,28921,21010041,529,09-May-2022 19:42:13
21,28922,75010161,607,09-May-2022 19:42:13
22,28923,49030309,565,09-May-2022 19:42:13
23,28924,74030347,585,09-May-2022 19:42:13
24,28925,57050005,640,09-May-2022 19:42:13
25,28926,49270002,472,09-May-2022 19:42:13
26,28927,34280294,673,09-May-2022 19:42:13
27,28928,49160035,653,09-May-2022 19:42:13
28,28929,22190089,627,09-May-2022 19:42:13
29,28930,16100023,357,09-May-2022 19:42:14
30,28931,75020090,604,09-May-2022 19:42:14
31,28932,54170004,428,09-May-2022 19:42:14
32,28933,46100027,520,09-May-2022 19:42:15
33,28934,56080069,560,09-May-2022 19:42:15
34,28935,31050009,507,09-May-2022 19:42:15
35,28936,1010034,407,09-May-2022 19:42:15
36,28937,14190022,514,09-May-2022 19:42:16
37,28938,43170011,475,09-May-2022 19:42:16
38,28939,76040053,623,09-May-2022 19:42:16
39,28940,30220490,417,09-May-2022 19:42:16
40,28941,37390004,522,09-May-2022 19:42:16
41,28942,74030330,687,09-May-2022 19:42:16
42,28943,34280045,623,09-May-2022 19:42:16
43,28944,39061122,250,09-May-2022 19:42:17
44,28945,55060055,519,09-May-2022 19:42:17
45,28946,41060020,623,09-May-2022 19:42:17
46,28947,22400018,640,09-May-2022 19:42:17
47,28948,30360033,609,09-May-2022 19:42:17
48,28949,75010745,395,09-May-2022 19:42:17
49,28950,74040603,523,09-May-2022 19:42:18
0,28951,14110059,676,09-May-2022 19:42:18
1,28952,74041398,622,09-May-2022 19:42:18
2,28953,76050439,543,09-May-2022 19:42:18
3,28954,76020438,572,09-May-2022 19:42:19
4,28955,73050026,317,09-May-2022 19:42:19
5,28956,22340118,628,09-May-2022 19:42:19
6,28957,29340037,533,09-May-2022 19:42:19
7,28958,34280008,645,09-May-2022 19:42:19
8,28959,28050023,535,09-May-2022 19:42:19
9,28960,43050422,606,09-May-2022 19:42:19
10,28961,34250127,570,09-May-2022 19:42:20
11,28962,21180169,585,09-May-2022 19:42:20
12,28963,19140123,466,09-May-2022 19:42:20
13,28964,34280125,575,09-May-2022 19:42:20
14,28965,24020182,441,09-May-2022 19:42:20
15,28966,73220086,578,09-May-2022 19:42:20
16,28967,74041520,688,09-May-2022 19:42:20
17,28968,14060012,683,09-May-2022 19:42:20
18,28969,76040073,663,09-May-2022 19:42:20
19,28970,73220067,636,09-May-2022 19:42:20
20,28971,5140069,507,09-May-2022 19:42:20
21,28972,32150009,514,09-May-2022 19:42:21
22,28973,28050022,612,09-May-2022 19:42:21
23,28974,55110052,545,09-May-2022 19:42:21
24,28975,53160145,632,09-May-2022 19:42:21
25,28976,73320273,616,09-May-2022 19:42:21
26,28977,12330023,530,09-May-2022 19:42:21
27,28978,12090039,690,09-May-2022 19:42:21
28,28979,69160185,511,09-May-2022 19:42:21
29,28980,12440003,627,09-May-2022 19:42:21
30,28981,6180016,192,09-May-2022 19:42:21
31,28982,75040560,598,09-May-2022 19:42:22
32,28983,43050315,692,09-May-2022 19:42:22
33,28984,10070044,509,09-May-2022 19:42:22
34,28985,24020100,408,09-May-2022 19:42:22
35,28986,34280025,555,09-May-2022 19:42:22
36,28987,21180044,653,09-May-2022 19:42:22
37,28988,73320351,573,09-May-2022 19:42:22
38,28989,63030346,603,09-May-2022 19:42:23
39,28990,75040447,523,09-May-2022 19:42:23
40,28991,22170532,671,09-May-2022 19:42:23
41,28992,60080003,629,09-May-2022 19:42:23
42,28993,14050066,675,09-May-2022 19:42:23
43,28994,21090342,508,09-May-2022 19:42:23
44,28995,17070012,643,09-May-2022 19:42:23
45,28996,76030170,703,09-May-2022 19:42:23
46,28997,34230012,416,09-May-2022 19:42:24
47,28998,39050814,347,09-May-2022 19:42:24
48,28999,30190028,492,09-May-2022 19:42:24
49,29000,75020279,491,09-May-2022 19:42:24
0,29001,38040096,294,09-May-2022 19:42:24
1,29002,22410004,707,09-May-2022 19:42:24
2,29003,30220044,448,09-May-2022 19:42:24
3,29004,35040121,523,09-May-2022 19:42:24
4,29005,24020899,566,09-May-2022 19:42:24
5,29006,69090042,586,09-May-2022 19:42:24
6,29007,47110057,706,09-May-2022 19:42:25
7,29008,76030429,650,09-May-2022 19:42:25
8,29009,13120012,362,09-May-2022 19:42:25
9,29010,74041545,649,09-May-2022 19:42:25
10,29011,39010434,479,09-May-2022 19:42:25
11,29012,22170560,676,09-May-2022 19:42:26
12,29013,17010025,296,09-May-2022 19:42:26
13,29014,58130180,609,09-May-2022 19:42:26
14,29015,52050013,615,09-May-2022 19:42:26
15,29016,49040032,482,09-May-2022 19:42:26
16,29017,35040089,596,09-May-2022 19:42:27
17,29018,30340077,641,09-May-2022 19:42:27
18,29019,74040391,577,09-May-2022 19:42:27
19,29020,13130012,426,09-May-2022 19:42:27
20,29021,76070409,571,09-May-2022 19:42:27
21,29022,45310019,681,09-May-2022 19:42:28
22,29023,39010606,498,09-May-2022 19:42:28
23,29024,17240016,647,09-May-2022 19:42:28
24,29025,21200146,617,09-May-2022 19:42:28
25,29026,39010237,545,09-May-2022 19:42:28
26,29027,24021107,617,09-May-2022 19:42:28
27,29028,13150007,586,09-May-2022 19:42:28
28,29029,22170216,621,09-May-2022 19:42:29
29,29030,76030208,330,09-May-2022 19:42:29
30,29031,76070456,550,09-May-2022 19:42:29
31,29032,74041506,659,09-May-2022 19:42:29
32,29033,10050258,676,09-May-2022 19:42:29
33,29034,22170126,623,09-May-2022 19:42:29
34,29035,49120011,616,09-May-2022 19:42:29
35,29036,74050113,520,09-May-2022 19:42:30
36,29037,70020064,645,09-May-2022 19:42:30
37,29038,22170059,686,09-May-2022 19:42:30
38,29039,21080248,564,09-May-2022 19:42:30
39,29040,76010176,608,09-May-2022 19:42:30
40,29041,39010166,606,09-May-2022 19:42:30
41,29042,59150012,559,09-May-2022 19:42:30
42,29043,56280039,494,09-May-2022 19:42:30
43,29044,10200040,682,09-May-2022 19:42:31
44,29045,62050013,482,09-May-2022 19:42:31
45,29046,55350019,651,09-May-2022 19:42:31
46,29047,55460112,550,09-May-2022 19:42:31
47,29048,74010199,590,09-May-2022 19:42:31
48,29049,45110061,558,09-May-2022 19:42:31
49,29050,21070004,531,09-May-2022 19:42:31
0,29051,74010051,569,09-May-2022 19:42:31
1,29052,29320001,500,09-May-2022 19:42:31
2,29053,21200193,617,09-May-2022 19:42:31
3,29054,21020003,432,09-May-2022 19:42:32
4,29055,14010059,511,09-May-2022 19:42:32
5,29056,21100059,323,09-May-2022 19:42:32
6,29057,73320289,615,09-May-2022 19:42:32
7,29058,31370072,319,09-May-2022 19:42:32
8,29059,63030078,624,09-May-2022 19:42:32
9,29060,46140048,589,09-May-2022 19:42:33
10,29061,74040831,644,09-May-2022 19:42:33
11,29062,16030066,619,09-May-2022 19:42:33
12,29063,67180010,497,09-May-2022 19:42:33
13,29064,74040544,588,09-May-2022 19:42:33
14,29065,14050011,611,09-May-2022 19:42:33
15,29066,49190032,381,09-May-2022 19:42:33
16,29067,11100032,506,09-May-2022 19:42:33
17,29068,10280043,663,09-May-2022 19:42:34
18,29069,14050048,460,09-May-2022 19:42:34
19,29070,29330031,237,09-May-2022 19:42:34
20,29071,76050149,590,09-May-2022 19:42:34
21,29072,74041425,620,09-May-2022 19:42:34
22,29073,76070029,525,09-May-2022 19:42:35
23,29074,54040037,325,09-May-2022 19:42:35
24,29075,76070598,611,09-May-2022 19:42:35
25,29076,34040053,586,09-May-2022 19:42:35
26,29077,17270039,547,09-May-2022 19:42:35
27,29078,74040610,612,09-May-2022 19:42:35
28,29079,71030022,439,09-May-2022 19:42:35
29,29080,75010004,460,09-May-2022 19:42:35
30,29081,75040133,707,09-May-2022 19:42:35
31,29082,17240042,671,09-May-2022 19:42:36
32,29083,15050032,608,09-May-2022 19:42:36
33,29084,74040319,654,09-May-2022 19:42:36
34,29085,39010470,595,09-May-2022 19:42:36
35,29086,55330069,638,09-May-2022 19:42:37
36,29087,10100039,642,09-May-2022 19:42:37
37,29088,6060038,558,09-May-2022 19:42:37
38,29089,30220280,592,09-May-2022 19:42:37
39,29090,27050012,500,09-May-2022 19:42:37
40,29091,24021084,580,09-May-2022 19:42:37
41,29092,24021297,622,09-May-2022 19:42:37
42,29093,24140008,485,09-May-2022 19:42:37
43,29094,23190045,526,09-May-2022 19:42:37
44,29095,34250187,609,09-May-2022 19:42:37
45,29096,64030027,487,09-May-2022 19:42:37
46,29097,54020043,669,09-May-2022 19:42:37
47,29098,74041334,645,09-May-2022 19:42:38
48,29099,76070267,662,09-May-2022 19:42:38
49,29100,29060021,425,09-May-2022 19:42:38
0,29101,45090013,669,09-May-2022 19:42:38
1,29102,24021041,481,09-May-2022 19:42:38
2,29103,76020299,618,09-May-2022 19:42:38
3,29104,11020116,411,09-May-2022 19:42:38
4,29105,8100036,669,09-May-2022 19:42:38
5,29106,21080244,652,09-May-2022 19:42:38
6,29107,34010038,533,09-May-2022 19:42:38
7,29108,30160037,375,09-May-2022 19:42:38
8,29109,55180059,653,09-May-2022 19:42:39
9,29110,65110004,589,09-May-2022 19:42:39
10,29111,76020418,572,09-May-2022 19:42:40
11,29112,74041691,477,09-May-2022 19:42:40
12,29113,21060510,592,09-May-2022 19:42:40
13,29114,48180015,348,09-May-2022 19:42:40
14,29115,52080034,605,09-May-2022 19:42:40
15,29116,14040107,699,09-May-2022 19:42:40
16,29117,74041318,683,09-May-2022 19:42:40
17,29118,65110008,636,09-May-2022 19:42:40
18,29119,14210080,578,09-May-2022 19:42:40
19,29120,82010066,611,09-May-2022 19:42:40
20,29121,74041474,658,09-May-2022 19:42:41
21,29122,76070126,678,09-May-2022 19:42:41
22,29123,34030195,567,09-May-2022 19:42:41
23,29124,22170581,620,09-May-2022 19:42:41
24,29125,22260234,685,09-May-2022 19:42:41
25,29126,76040112,562,09-May-2022 19:42:41
26,29127,74030352,682,09-May-2022 19:42:41
27,29128,63030186,540,09-May-2022 19:42:41
28,29129,39121724,526,09-May-2022 19:42:41
29,29130,21090273,555,09-May-2022 19:42:42
30,29131,34280224,650,09-May-2022 19:42:42
31,29132,34210018,586,09-May-2022 19:42:42
32,29133,34240037,391,09-May-2022 19:42:42
33,29134,22500102,680,09-May-2022 19:42:42
34,29135,45260002,560,09-May-2022 19:42:42
35,29136,16030045,603,09-May-2022 19:42:42
36,29137,39131251,547,09-May-2022 19:42:42
37,29138,39010562,451,09-May-2022 19:42:42
38,29139,49280021,504,09-May-2022 19:42:42
39,29140,10090007,518,09-May-2022 19:42:42
40,29141,22330035,514,09-May-2022 19:42:42
41,29142,45240115,623,09-May-2022 19:42:42
42,29143,20060001,580,09-May-2022 19:42:43
43,29144,21060517,651,09-May-2022 19:42:43
44,29145,5060177,608,09-May-2022 19:42:43
45,29146,76010180,636,09-May-2022 19:42:43
46,29147,76030318,661,09-May-2022 19:42:43
47,29148,17300026,574,09-May-2022 19:42:43
48,29149,76040059,567,09-May-2022 19:42:43
49,29150,76050378,358,09-May-2022 19:42:43
0,29151,40040031,139,09-May-2022 19:42:43
1,29152,34140007,574,09-May-2022 19:42:43
2,29153,17050011,499,09-May-2022 19:42:43
3,29154,76040254,649,09-May-2022 19:42:43
4,29155,10310006,598,09-May-2022 19:42:44
5,29156,21050044,543,09-May-2022 19:42:44
6,29157,76010322,582,09-May-2022 19:42:44
7,29158,36170134,371,09-May-2022 19:42:44
8,29159,52150007,552,09-May-2022 19:42:44
9,29160,39111699,475,09-May-2022 19:42:44
10,29161,55180120,655,09-May-2022 19:42:44
11,29162,10100016,689,09-May-2022 19:42:44
12,29163,22200040,542,09-May-2022 19:42:45
13,29164,58130087,602,09-May-2022 19:42:45
14,29165,74041805,540,09-May-2022 19:42:45
15,29166,6090040,355,09-May-2022 19:42:45
16,29167,43230004,580,09-May-2022 19:42:45
17,29168,15120019,424,09-May-2022 19:42:45
18,29169,75020064,545,09-May-2022 19:42:45
19,29170,76040303,699,09-May-2022 19:42:45
20,29171,82030027,442,09-May-2022 19:42:45
21,29172,49010013,573,09-May-2022 19:42:46
22,29173,14030126,689,09-May-2022 19:42:46
23,29174,11020136,626,09-May-2022 19:42:46
24,29175,21220015,520,09-May-2022 19:42:46
25,29176,38030030,491,09-May-2022 19:42:46
26,29177,63190002,588,09-May-2022 19:42:47
27,29178,35040126,477,09-May-2022 19:42:47
28,29179,10280010,655,09-May-2022 19:42:47
29,29180,22260200,492,09-May-2022 19:42:47
30,29181,74010032,651,09-May-2022 19:42:47
31,29182,17240019,661,09-May-2022 19:42:48
32,29183,73300008,579,09-May-2022 19:42:48
33,29184,55040002,499,09-May-2022 19:42:48
34,29185,45150004,661,09-May-2022 19:42:48
35,29186,46190066,484,09-May-2022 19:42:48
36,29187,33120011,398,09-May-2022 19:42:48
37,29188,21080178,485,09-May-2022 19:42:48
38,29189,83010004,401,09-May-2022 19:42:48
39,29190,17370002,301,09-May-2022 19:42:48
40,29191,15280026,523,09-May-2022 19:42:48
41,29192,74040917,688,09-May-2022 19:42:49
42,29193,37010080,305,09-May-2022 19:42:49
43,29194,31350126,607,09-May-2022 19:42:49
44,29195,21060168,670,09-May-2022 19:42:49
45,29196,20110052,654,09-May-2022 19:42:49
46,29197,69060086,533,09-May-2022 19:42:49
47,29198,17340010,632,09-May-2022 19:42:50
48,29199,74041689,540,09-May-2022 19:42:50
49,29200,76020474,620,09-May-2022 19:42:50
0,29201,76070269,615,09-May-2022 19:42:50
1,29202,75010953,574,09-May-2022 19:42:50
2,29203,5140063,595,09-May-2022 19:42:51
3,29204,67240163,427,09-May-2022 19:42:51
4,29205,39010484,471,09-May-2022 19:42:51
5,29206,34040049,527,09-May-2022 19:42:52
6,29207,1010023,677,09-May-2022 19:42:52
7,29208,42150004,516,09-May-2022 19:42:52
8,29209,71120001,358,09-May-2022 19:42:52
9,29210,60070029,458,09-May-2022 19:42:52
10,29211,75010325,549,09-May-2022 19:42:52
11,29212,56240149,524,09-May-2022 19:42:52
12,29213,30390027,495,09-May-2022 19:42:52
13,29214,34130020,539,09-May-2022 19:42:52
14,29215,76030023,511,09-May-2022 19:42:53
15,29216,76070307,675,09-May-2022 19:42:53
16,29217,74041889,601,09-May-2022 19:42:53
17,29218,25090120,660,09-May-2022 19:42:53
18,29219,24020154,460,09-May-2022 19:42:53
19,29220,60100016,193,09-May-2022 19:42:53
20,29221,52040038,618,09-May-2022 19:42:53
21,29222,21060249,626,09-May-2022 19:42:54
22,29223,2020121,643,09-May-2022 19:42:54
23,29224,49030282,620,09-May-2022 19:42:54
24,29225,55180039,555,09-May-2022 19:42:54
25,29226,39010142,398,09-May-2022 19:42:54
26,29227,76040199,640,09-May-2022 19:42:54
27,29228,39010468,552,09-May-2022 19:42:54
28,29229,74041938,548,09-May-2022 19:42:54
29,29230,39060933,517,09-May-2022 19:42:54
30,29231,34250231,645,09-May-2022 19:42:54
31,29232,74030565,609,09-May-2022 19:42:54
32,29233,14100176,669,09-May-2022 19:42:55
33,29234,10140027,507,09-May-2022 19:42:55
34,29235,74020100,607,09-May-2022 19:42:55
35,29236,75040572,498,09-May-2022 19:42:55
36,29237,31080144,589,09-May-2022 19:42:55
37,29238,13010033,408,09-May-2022 19:42:55
38,29239,10230036,431,09-May-2022 19:42:55
39,29240,49110051,495,09-May-2022 19:42:56
40,29241,4030002,528,09-May-2022 19:42:56
41,29242,43080134,516,09-May-2022 19:42:56
42,29243,76010277,595,09-May-2022 19:42:56
43,29244,58070009,631,09-May-2022 19:42:56
44,29245,76020397,681,09-May-2022 19:42:57
45,29246,14010023,510,09-May-2022 19:42:57
46,29247,74020193,500,09-May-2022 19:42:57
47,29248,59130026,572,09-May-2022 19:42:57
48,29249,39101379,450,09-May-2022 19:42:57
49,29250,25090078,523,09-May-2022 19:42:57
0,29251,30350018,464,09-May-2022 19:42:57
1,29252,34040193,595,09-May-2022 19:42:57
2,29253,51100089,486,09-May-2022 19:42:57
3,29254,34280129,641,09-May-2022 19:42:58
4,29255,30250048,192,09-May-2022 19:42:58
5,29256,53200045,503,09-May-2022 19:42:58
6,29257,13210143,618,09-May-2022 19:42:58
7,29258,47180004,526,09-May-2022 19:42:58
8,29259,76050159,585,09-May-2022 19:42:58
9,29260,43050297,695,09-May-2022 19:42:58
10,29261,5060005,614,09-May-2022 19:42:59
11,29262,62160028,680,09-May-2022 19:42:59
12,29263,34040019,634,09-May-2022 19:42:59
13,29264,72020077,543,09-May-2022 19:43:00
14,29265,54170057,514,09-May-2022 19:43:00
15,29266,74040930,631,09-May-2022 19:43:00
16,29267,24021006,626,09-May-2022 19:43:00
17,29268,74050047,529,09-May-2022 19:43:00
18,29269,54190013,698,09-May-2022 19:43:00
19,29270,17020013,608,09-May-2022 19:43:01
20,29271,24020802,595,09-May-2022 19:43:01
21,29272,31010054,577,09-May-2022 19:43:01
22,29273,21080143,501,09-May-2022 19:43:01
23,29274,76010206,559,09-May-2022 19:43:02
24,29275,45060009,521,09-May-2022 19:43:02
25,29276,63120001,588,09-May-2022 19:43:02
26,29277,54220019,725,09-May-2022 19:43:02
27,29278,34030217,611,09-May-2022 19:43:03
28,29279,74040435,553,09-May-2022 19:43:03
29,29280,49040062,606,09-May-2022 19:43:03
30,29281,56470054,551,09-May-2022 19:43:03
31,29282,68120021,500,09-May-2022 19:43:03
32,29283,20020007,200,09-May-2022 19:43:03
33,29284,39141431,541,09-May-2022 19:43:03
34,29285,33160006,478,09-May-2022 19:43:03
35,29286,42070008,433,09-May-2022 19:43:04
36,29287,39141473,611,09-May-2022 19:43:04
37,29288,69060034,507,09-May-2022 19:43:04
38,29289,75030201,583,09-May-2022 19:43:04
39,29290,17270027,636,09-May-2022 19:43:04
40,29291,21060537,557,09-May-2022 19:43:04
41,29292,21150103,622,09-May-2022 19:43:04
42,29293,21030182,455,09-May-2022 19:43:04
43,29294,43010027,436,09-May-2022 19:43:04
44,29295,56230012,532,09-May-2022 19:43:05
45,29296,55180116,686,09-May-2022 19:43:05
46,29297,76040083,656,09-May-2022 19:43:05
47,29298,53160227,645,09-May-2022 19:43:05
48,29299,60030180,320,09-May-2022 19:43:05
