,NO.,CLUSTERED,ACTUAL,RECEPTION DATETIME
38,19589,35180029,205,09-May-2022 19:28:42
39,19590,31140124,487,09-May-2022 19:28:42
40,19591,22500073,641,09-May-2022 19:28:42
41,19592,24020628,541,09-May-2022 19:28:42
42,19593,10140025,589,09-May-2022 19:28:42
43,19594,10050315,619,09-May-2022 19:28:42
44,19595,58050120,498,09-May-2022 19:28:42
45,19596,49160028,414,09-May-2022 19:28:42
46,19597,52010001,553,09-May-2022 19:28:42
47,19598,25070035,496,09-May-2022 19:28:42
48,19599,21130005,461,09-May-2022 19:28:42
49,19600,76070523,588,09-May-2022 19:28:42
0,19601,76010054,647,09-May-2022 19:28:42
1,19602,74041790,337,09-May-2022 19:28:42
2,19603,74030481,650,09-May-2022 19:28:42
3,19604,62120021,305,09-May-2022 19:28:42
4,19605,39050826,392,09-May-2022 19:28:42
5,19606,21060009,604,09-May-2022 19:28:43
6,19607,21080238,440,09-May-2022 19:28:43
7,19608,47090134,332,09-May-2022 19:28:43
8,19609,34040241,547,09-May-2022 19:28:43
9,19610,30160028,362,09-May-2022 19:28:43
10,19611,24020614,501,09-May-2022 19:28:43
11,19612,21100017,625,09-May-2022 19:28:43
12,19613,76050277,567,09-May-2022 19:28:43
13,19614,75040224,563,09-May-2022 19:28:43
14,19615,75010326,612,09-May-2022 19:28:43
15,19616,73320457,520,09-May-2022 19:28:43
16,19617,74030491,592,09-May-2022 19:28:43
17,19618,64100007,498,09-May-2022 19:28:43
18,19619,58020063,533,09-May-2022 19:28:43
19,19620,21030079,652,09-May-2022 19:28:44
20,19621,21030006,489,09-May-2022 19:28:44
21,19622,14100086,367,09-May-2022 19:28:44
22,19623,17230056,449,09-May-2022 19:28:44
23,19624,58040118,639,09-May-2022 19:28:44
24,19625,49120050,599,09-May-2022 19:28:44
25,19626,33070023,634,09-May-2022 19:28:44
26,19627,76070593,588,09-May-2022 19:28:44
27,19628,74041745,537,09-May-2022 19:28:44
28,19629,69080004,474,09-May-2022 19:28:44
29,19630,71120020,315,09-May-2022 19:28:44
30,19631,55220015,432,09-May-2022 19:28:44
31,19632,57030005,380,09-May-2022 19:28:44
32,19633,28120076,441,09-May-2022 19:28:45
33,19634,69030044,433,09-May-2022 19:28:45
34,19635,21220158,495,09-May-2022 19:28:45
35,19636,74041905,619,09-May-2022 19:28:45
36,19637,72020094,610,09-May-2022 19:28:45
37,19638,64050017,312,09-May-2022 19:28:45
38,19639,22300259,602,09-May-2022 19:28:45
39,19640,58070019,554,09-May-2022 19:28:45
40,19641,54200036,692,09-May-2022 19:28:45
41,19642,39061068,336,09-May-2022 19:28:45
42,19643,34280186,589,09-May-2022 19:28:45
43,19644,51100095,523,09-May-2022 19:28:46
44,19645,13040058,489,09-May-2022 19:28:46
45,19646,34030119,616,09-May-2022 19:28:46
46,19647,22170230,653,09-May-2022 19:28:46
47,19648,24020527,568,09-May-2022 19:28:46
48,19649,21110092,463,09-May-2022 19:28:46
49,19650,16030010,560,09-May-2022 19:28:46
0,19651,55320181,556,09-May-2022 19:28:46
1,19652,3020004,338,09-May-2022 19:28:46
2,19653,5060205,477,09-May-2022 19:28:46
3,19654,10070011,486,09-May-2022 19:28:46
4,19655,21180180,379,09-May-2022 19:28:46
5,19656,76070434,589,09-May-2022 19:28:46
6,19657,74040717,675,09-May-2022 19:28:46
7,19658,74050028,490,09-May-2022 19:28:46
8,19659,65110062,568,09-May-2022 19:28:46
9,19660,39010513,498,09-May-2022 19:28:46
10,19661,55420045,540,09-May-2022 19:28:47
11,19662,74050051,574,09-May-2022 19:28:47
12,19663,75010330,584,09-May-2022 19:28:47
13,19664,74040057,560,09-May-2022 19:28:47
14,19665,60130006,135,09-May-2022 19:28:47
15,19666,63170008,617,09-May-2022 19:28:47
16,19667,74040755,556,09-May-2022 19:28:47
17,19668,74040920,604,09-May-2022 19:28:47
18,19669,39141442,477,09-May-2022 19:28:47
19,19670,41110086,634,09-May-2022 19:28:47
20,19671,45170030,490,09-May-2022 19:28:47
21,19672,34050281,467,09-May-2022 19:28:47
22,19673,21200119,433,09-May-2022 19:28:47
23,19674,66050029,458,09-May-2022 19:28:47
24,19675,21030344,514,09-May-2022 19:28:48
25,19676,13140073,541,09-May-2022 19:28:48
26,19677,10140024,558,09-May-2022 19:28:48
27,19678,10220061,458,09-May-2022 19:28:48
28,19679,8070031,709,09-May-2022 19:28:48
29,19680,10050215,493,09-May-2022 19:28:48
30,19681,48080009,406,09-May-2022 19:28:48
31,19682,43050079,537,09-May-2022 19:28:48
32,19683,30220159,436,09-May-2022 19:28:48
33,19684,30350075,486,09-May-2022 19:28:48
34,19685,24020076,301,09-May-2022 19:28:48
35,19686,24020823,503,09-May-2022 19:28:48
36,19687,21100066,519,09-May-2022 19:28:48
37,19688,21200211,580,09-May-2022 19:28:48
38,19689,76040075,641,09-May-2022 19:28:48
39,19690,83150001,569,09-May-2022 19:28:48
40,19691,74040587,616,09-May-2022 19:28:48
41,19692,75010364,650,09-May-2022 19:28:48
42,19693,74010010,505,09-May-2022 19:28:48
43,19694,55210015,567,09-May-2022 19:28:48
44,19695,17240041,513,09-May-2022 19:28:49
45,19696,2080004,635,09-May-2022 19:28:49
46,19697,10010021,574,09-May-2022 19:28:49
47,19698,49030150,544,09-May-2022 19:28:49
48,19699,49250012,619,09-May-2022 19:28:49
49,19700,45260107,643,09-May-2022 19:28:49
0,19701,34240021,510,09-May-2022 19:28:49
1,19702,22320075,610,09-May-2022 19:28:49
2,19703,75040492,541,09-May-2022 19:28:49
3,19704,76030025,522,09-May-2022 19:28:49
4,19705,74041109,556,09-May-2022 19:28:49
5,19706,74041613,503,09-May-2022 19:28:49
6,19707,65060049,603,09-May-2022 19:28:49
7,19708,71100017,488,09-May-2022 19:28:49
8,19709,58020638,519,09-May-2022 19:28:49
9,19710,58120082,583,09-May-2022 19:28:50
10,19711,24021308,540,09-May-2022 19:28:50
11,19712,34050394,386,09-May-2022 19:28:50
12,19713,45270027,440,09-May-2022 19:28:50
13,19714,68090010,510,09-May-2022 19:28:50
14,19715,71140011,657,09-May-2022 19:28:50
15,19716,39010095,463,09-May-2022 19:28:50
16,19717,48180012,485,09-May-2022 19:28:50
17,19718,17140003,422,09-May-2022 19:28:50
18,19719,74041275,592,09-May-2022 19:28:50
19,19720,75010634,590,09-May-2022 19:28:50
20,19721,65110097,538,09-May-2022 19:28:51
21,19722,73220138,546,09-May-2022 19:28:51
22,19723,75010186,679,09-May-2022 19:28:51
23,19724,75040013,667,09-May-2022 19:28:51
24,19725,33140024,560,09-May-2022 19:28:51
25,19726,29240052,335,09-May-2022 19:28:51
26,19727,39010425,621,09-May-2022 19:28:51
27,19728,10100065,685,09-May-2022 19:28:51
28,19729,10050299,482,09-May-2022 19:28:51
29,19730,21060420,606,09-May-2022 19:28:51
30,19731,21030405,563,09-May-2022 19:28:51
31,19732,21030187,643,09-May-2022 19:28:51
32,19733,30220396,522,09-May-2022 19:28:51
33,19734,60030012,615,09-May-2022 19:28:52
34,19735,37020003,464,09-May-2022 19:28:52
35,19736,56470068,575,09-May-2022 19:28:52
36,19737,37210021,492,09-May-2022 19:28:52
37,19738,35040002,691,09-May-2022 19:28:52
38,19739,34240048,462,09-May-2022 19:28:52
39,19740,21010045,600,09-May-2022 19:28:52
40,19741,22350012,384,09-May-2022 19:28:52
41,19742,33130052,510,09-May-2022 19:28:52
42,19743,21200089,488,09-May-2022 19:28:52
43,19744,22100087,383,09-May-2022 19:28:52
44,19745,83050058,355,09-May-2022 19:28:52
45,19746,39060932,299,09-May-2022 19:28:52
46,19747,28190028,625,09-May-2022 19:28:52
47,19748,76020607,589,09-May-2022 19:28:52
48,19749,74040423,617,09-May-2022 19:28:52
49,19750,74020220,673,09-May-2022 19:28:52
0,19751,49010061,519,09-May-2022 19:28:53
1,19752,49080071,435,09-May-2022 19:28:53
2,19753,10230097,592,09-May-2022 19:28:53
3,19754,17300001,651,09-May-2022 19:28:53
4,19755,76010085,541,09-May-2022 19:28:53
5,19756,10140253,638,09-May-2022 19:28:53
6,19757,21090257,464,09-May-2022 19:28:53
7,19758,17360001,481,09-May-2022 19:28:53
8,19759,74010229,524,09-May-2022 19:28:53
9,19760,25090068,497,09-May-2022 19:28:53
10,19761,52070001,430,09-May-2022 19:28:53
11,19762,31150059,477,09-May-2022 19:28:53
12,19763,46150014,596,09-May-2022 19:28:53
13,19764,15270023,685,09-May-2022 19:28:53
14,19765,28170020,337,09-May-2022 19:28:53
15,19766,65010037,467,09-May-2022 19:28:53
16,19767,39040669,480,09-May-2022 19:28:53
17,19768,39050773,566,09-May-2022 19:28:53
18,19769,21060322,608,09-May-2022 19:28:53
19,19770,21060124,635,09-May-2022 19:28:53
20,19771,21090260,501,09-May-2022 19:28:54
21,19772,24070005,638,09-May-2022 19:28:54
22,19773,75010210,620,09-May-2022 19:28:54
23,19774,73020006,634,09-May-2022 19:28:54
24,19775,74020237,583,09-May-2022 19:28:54
25,19776,70020015,542,09-May-2022 19:28:54
26,19777,55300039,580,09-May-2022 19:28:54
27,19778,56410030,274,09-May-2022 19:28:54
28,19779,52150023,469,09-May-2022 19:28:54
29,19780,40040020,137,09-May-2022 19:28:54
30,19781,47040140,453,09-May-2022 19:28:54
31,19782,17150026,507,09-May-2022 19:28:54
32,19783,5030067,614,09-May-2022 19:28:54
33,19784,6090028,502,09-May-2022 19:28:54
34,19785,8080004,621,09-May-2022 19:28:54
35,19786,30250034,524,09-May-2022 19:28:54
36,19787,34010034,696,09-May-2022 19:28:54
37,19788,76020225,613,09-May-2022 19:28:54
38,19789,34050082,634,09-May-2022 19:28:55
39,19790,34220017,497,09-May-2022 19:28:55
40,19791,34240139,636,09-May-2022 19:28:55
41,19792,34240188,533,09-May-2022 19:28:55
42,19793,34280126,639,09-May-2022 19:28:55
43,19794,22270108,522,09-May-2022 19:28:55
44,19795,21220063,597,09-May-2022 19:28:55
45,19796,19170014,358,09-May-2022 19:28:55
46,19797,76020506,573,09-May-2022 19:28:55
47,19798,74041563,662,09-May-2022 19:28:55
48,19799,62160050,576,09-May-2022 19:28:55
49,19800,65100025,467,09-May-2022 19:28:55
0,19801,53120028,535,09-May-2022 19:28:55
1,19802,54120059,709,09-May-2022 19:28:55
2,19803,48030010,553,09-May-2022 19:28:55
3,19804,21090146,447,09-May-2022 19:28:56
4,19805,10190047,448,09-May-2022 19:28:56
5,19806,10270020,298,09-May-2022 19:28:56
6,19807,8060083,597,09-May-2022 19:28:56
7,19808,47150007,565,09-May-2022 19:28:56
8,19809,39061062,649,09-May-2022 19:28:56
9,19810,22310014,541,09-May-2022 19:28:56
10,19811,21170023,596,09-May-2022 19:28:56
11,19812,22190130,645,09-May-2022 19:28:56
12,19813,20070010,280,09-May-2022 19:28:56
13,19814,76070398,645,09-May-2022 19:28:56
14,19815,74041153,607,09-May-2022 19:28:56
15,19816,62030052,583,09-May-2022 19:28:56
16,19817,53240017,622,09-May-2022 19:28:56
17,19818,21030004,503,09-May-2022 19:28:57
18,19819,42100082,507,09-May-2022 19:28:57
19,19820,12070007,201,09-May-2022 19:28:57
20,19821,10060002,513,09-May-2022 19:28:57
21,19822,37510014,546,09-May-2022 19:28:57
22,19823,29060020,519,09-May-2022 19:28:57
23,19824,30180038,484,09-May-2022 19:28:57
24,19825,23030023,389,09-May-2022 19:28:57
25,19826,21200138,628,09-May-2022 19:28:57
26,19827,22130022,548,09-May-2022 19:28:57
27,19828,22050030,693,09-May-2022 19:28:57
28,19829,55170036,623,09-May-2022 19:28:57
29,19830,55270037,350,09-May-2022 19:28:57
30,19831,56100047,519,09-May-2022 19:28:57
31,19832,56240200,707,09-May-2022 19:28:57
32,19833,49260048,401,09-May-2022 19:28:57
33,19834,51030006,564,09-May-2022 19:28:57
34,19835,16100020,360,09-May-2022 19:28:57
35,19836,21050057,225,09-May-2022 19:28:58
36,19837,49040067,711,09-May-2022 19:28:58
37,19838,56190031,253,09-May-2022 19:28:58
38,19839,66140017,548,09-May-2022 19:28:58
39,19840,72100004,417,09-May-2022 19:28:58
40,19841,83050008,560,09-May-2022 19:28:58
41,19842,76050120,390,09-May-2022 19:28:58
42,19843,32060005,327,09-May-2022 19:28:58
43,19844,31240014,588,09-May-2022 19:28:58
44,19845,31030013,437,09-May-2022 19:28:58
45,19846,34280067,652,09-May-2022 19:28:58
46,19847,39060953,397,09-May-2022 19:28:58
47,19848,39010582,519,09-May-2022 19:28:58
48,19849,8100026,583,09-May-2022 19:28:58
49,19850,2050006,633,09-May-2022 19:28:58
0,19851,2020222,604,09-May-2022 19:28:58
1,19852,10140258,566,09-May-2022 19:28:58
2,19853,14120171,602,09-May-2022 19:28:58
3,19854,52050027,495,09-May-2022 19:28:58
4,19855,21050075,622,09-May-2022 19:28:58
5,19856,17250033,304,09-May-2022 19:28:59
6,19857,14190111,467,09-May-2022 19:28:59
7,19858,74030593,603,09-May-2022 19:28:59
8,19859,72040009,207,09-May-2022 19:28:59
9,19860,76010247,605,09-May-2022 19:28:59
10,19861,76010045,624,09-May-2022 19:28:59
11,19862,76050410,625,09-May-2022 19:28:59
12,19863,20110002,383,09-May-2022 19:28:59
13,19864,22170496,644,09-May-2022 19:28:59
14,19865,21160040,556,09-May-2022 19:28:59
15,19866,21170012,524,09-May-2022 19:28:59
16,19867,22510013,677,09-May-2022 19:28:59
17,19868,22510001,661,09-May-2022 19:28:59
18,19869,29160015,347,09-May-2022 19:28:59
19,19870,39061209,633,09-May-2022 19:28:59
20,19871,10310029,476,09-May-2022 19:28:59
21,19872,10280030,708,09-May-2022 19:28:59
22,19873,49080094,671,09-May-2022 19:28:59
23,19874,55140051,496,09-May-2022 19:28:59
24,19875,54130106,461,09-May-2022 19:29:00
25,19876,12190037,537,09-May-2022 19:29:00
26,19877,48050035,535,09-May-2022 19:29:00
27,19878,40060019,548,09-May-2022 19:29:00
28,19879,34140022,448,09-May-2022 19:29:00
29,19880,23150126,595,09-May-2022 19:29:00
30,19881,24020895,613,09-May-2022 19:29:00
31,19882,24020930,590,09-May-2022 19:29:00
32,19883,82080028,562,09-May-2022 19:29:00
33,19884,76040055,484,09-May-2022 19:29:00
34,19885,76030422,566,09-May-2022 19:29:00
35,19886,76070298,622,09-May-2022 19:29:00
36,19887,74010173,654,09-May-2022 19:29:00
37,19888,21200014,613,09-May-2022 19:29:00
38,19889,5140084,454,09-May-2022 19:29:00
39,19890,10120074,513,09-May-2022 19:29:00
40,19891,21060320,641,09-May-2022 19:29:00
41,19892,62050007,505,09-May-2022 19:29:00
42,19893,58030008,619,09-May-2022 19:29:00
43,19894,30040013,354,09-May-2022 19:29:01
44,19895,30340019,397,09-May-2022 19:29:01
45,19896,21090047,479,09-May-2022 19:29:01
46,19897,21180094,475,09-May-2022 19:29:01
47,19898,17150049,540,09-May-2022 19:29:01
48,19899,17240094,489,09-May-2022 19:29:01
49,19900,19080009,500,09-May-2022 19:29:01
0,19901,10170036,496,09-May-2022 19:29:01
1,19902,11020127,655,09-May-2022 19:29:01
2,19903,3140001,518,09-May-2022 19:29:01
3,19904,5060069,536,09-May-2022 19:29:01
4,19905,54190014,681,09-May-2022 19:29:01
5,19906,56080026,510,09-May-2022 19:29:01
6,19907,49130026,521,09-May-2022 19:29:01
7,19908,51100052,650,09-May-2022 19:29:01
8,19909,76030106,448,09-May-2022 19:29:01
9,19910,75010957,546,09-May-2022 19:29:01
10,19911,75030117,671,09-May-2022 19:29:01
11,19912,76010237,615,09-May-2022 19:29:01
12,19913,74030277,696,09-May-2022 19:29:01
13,19914,63030130,519,09-May-2022 19:29:01
14,19915,21090057,620,09-May-2022 19:29:02
15,19916,10230020,613,09-May-2022 19:29:02
16,19917,10300015,632,09-May-2022 19:29:02
17,19918,2030039,656,09-May-2022 19:29:02
18,19919,55210028,643,09-May-2022 19:29:02
19,19920,58020619,504,09-May-2022 19:29:02
20,19921,39141829,667,09-May-2022 19:29:02
21,19922,34280103,573,09-May-2022 19:29:02
22,19923,24021220,640,09-May-2022 19:29:02
23,19924,82070085,431,09-May-2022 19:29:02
24,19925,76050233,501,09-May-2022 19:29:02
25,19926,76020456,510,09-May-2022 19:29:02
26,19927,74040981,522,09-May-2022 19:29:02
27,19928,74041335,623,09-May-2022 19:29:02
28,19929,74010286,491,09-May-2022 19:29:02
29,19930,21050117,441,09-May-2022 19:29:03
30,19931,75010817,550,09-May-2022 19:29:03
31,19932,58040034,621,09-May-2022 19:29:03
32,19933,54120038,545,09-May-2022 19:29:03
33,19934,39061595,527,09-May-2022 19:29:03
34,19935,42080028,476,09-May-2022 19:29:03
35,19936,31250035,322,09-May-2022 19:29:03
36,19937,34030064,567,09-May-2022 19:29:03
37,19938,34040243,483,09-May-2022 19:29:03
38,19939,24021212,512,09-May-2022 19:29:03
39,19940,24120076,480,09-May-2022 19:29:03
40,19941,71110026,509,09-May-2022 19:29:03
41,19942,12460022,545,09-May-2022 19:29:03
42,19943,75010372,630,09-May-2022 19:29:03
43,19944,58130042,724,09-May-2022 19:29:03
44,19945,22300178,579,09-May-2022 19:29:04
45,19946,22480018,488,09-May-2022 19:29:04
46,19947,21030379,460,09-May-2022 19:29:04
47,19948,21060462,565,09-May-2022 19:29:04
48,19949,21080136,573,09-May-2022 19:29:04
49,19950,19080021,670,09-May-2022 19:29:04
0,19951,19130007,559,09-May-2022 19:29:04
1,19952,21030064,646,09-May-2022 19:29:04
2,19953,14030035,614,09-May-2022 19:29:04
3,19954,6070049,168,09-May-2022 19:29:04
4,19955,56440005,416,09-May-2022 19:29:04
5,19956,43050128,662,09-May-2022 19:29:04
6,19957,47100087,411,09-May-2022 19:29:04
7,19958,37150038,734,09-May-2022 19:29:04
8,19959,39010201,481,09-May-2022 19:29:04
9,19960,31340006,685,09-May-2022 19:29:04
10,19961,33170027,412,09-May-2022 19:29:04
11,19962,27060005,544,09-May-2022 19:29:04
12,19963,85010001,390,09-May-2022 19:29:04
13,19964,76030305,540,09-May-2022 19:29:04
14,19965,76050076,386,09-May-2022 19:29:04
15,19966,76050376,374,09-May-2022 19:29:04
16,19967,63120018,452,09-May-2022 19:29:04
17,19968,21080110,564,09-May-2022 19:29:05
18,19969,21190074,580,09-May-2022 19:29:05
19,19970,15060059,573,09-May-2022 19:29:05
20,19971,20020023,294,09-May-2022 19:29:05
21,19972,14030001,649,09-May-2022 19:29:05
22,19973,10120076,354,09-May-2022 19:29:05
23,19974,54130065,699,09-May-2022 19:29:05
24,19975,50120023,652,09-May-2022 19:29:05
25,19976,42010005,403,09-May-2022 19:29:05
26,19977,34170082,626,09-May-2022 19:29:05
27,19978,24020008,433,09-May-2022 19:29:05
28,19979,76070065,671,09-May-2022 19:29:05
29,19980,76020005,637,09-May-2022 19:29:05
30,19981,74040363,607,09-May-2022 19:29:05
31,19982,71040046,615,09-May-2022 19:29:05
32,19983,74010072,581,09-May-2022 19:29:05
33,19984,58050196,427,09-May-2022 19:29:05
34,19985,58130098,510,09-May-2022 19:29:05
35,19986,58140017,542,09-May-2022 19:29:05
36,19987,34040271,521,09-May-2022 19:29:06
37,19988,49040044,676,09-May-2022 19:29:06
38,19989,34050211,506,09-May-2022 19:29:06
39,19990,34050322,564,09-May-2022 19:29:06
40,19991,34280202,516,09-May-2022 19:29:06
41,19992,74050002,466,09-May-2022 19:29:06
42,19993,74050030,492,09-May-2022 19:29:06
43,19994,63030217,574,09-May-2022 19:29:06
44,19995,22510039,495,09-May-2022 19:29:06
45,19996,51060036,671,09-May-2022 19:29:06
46,19997,45030035,688,09-May-2022 19:29:06
47,19998,22110053,518,09-May-2022 19:29:06
48,19999,63030240,607,09-May-2022 19:29:06
49,20000,14120092,695,09-May-2022 19:29:06
0,20001,21030352,604,09-May-2022 19:29:06
1,20002,10210082,653,09-May-2022 19:29:06
2,20003,58020106,464,09-May-2022 19:29:06
3,20004,58040126,575,09-May-2022 19:29:06
4,20005,34050188,665,09-May-2022 19:29:06
5,20006,14200283,632,09-May-2022 19:29:07
6,20007,15100004,299,09-May-2022 19:29:07
7,20008,11020170,375,09-May-2022 19:29:07
8,20009,10050326,656,09-May-2022 19:29:07
9,20010,10100056,680,09-May-2022 19:29:07
10,20011,67060002,572,09-May-2022 19:29:07
11,20012,53180021,185,09-May-2022 19:29:07
12,20013,49030219,628,09-May-2022 19:29:07
13,20014,34280063,557,09-May-2022 19:29:07
14,20015,22510169,631,09-May-2022 19:29:07
15,20016,82050051,550,09-May-2022 19:29:07
16,20017,76040135,638,09-May-2022 19:29:07
17,20018,76060035,563,09-May-2022 19:29:07
18,20019,82070026,608,09-May-2022 19:29:07
19,20020,75020189,553,09-May-2022 19:29:07
20,20021,76010381,526,09-May-2022 19:29:07
21,20022,74040439,539,09-May-2022 19:29:07
22,20023,69160043,717,09-May-2022 19:29:07
23,20024,71070091,555,09-May-2022 19:29:07
24,20025,62070022,228,09-May-2022 19:29:07
25,20026,30220429,648,09-May-2022 19:29:08
26,20027,21200162,618,09-May-2022 19:29:08
27,20028,21200071,460,09-May-2022 19:29:08
28,20029,22170350,681,09-May-2022 19:29:08
29,20030,22300306,594,09-May-2022 19:29:08
30,20031,22430036,524,09-May-2022 19:29:08
31,20032,21030186,631,09-May-2022 19:29:08
32,20033,58020323,520,09-May-2022 19:29:08
33,20034,58050002,621,09-May-2022 19:29:08
34,20035,54080073,519,09-May-2022 19:29:08
35,20036,46090024,562,09-May-2022 19:29:08
36,20037,48040017,525,09-May-2022 19:29:08
37,20038,39061631,332,09-May-2022 19:29:08
38,20039,75011020,652,09-May-2022 19:29:08
39,20040,75040377,603,09-May-2022 19:29:08
40,20041,76010142,624,09-May-2022 19:29:08
41,20042,74040279,465,09-May-2022 19:29:08
42,20043,74041175,595,09-May-2022 19:29:08
43,20044,58120077,679,09-May-2022 19:29:08
44,20045,75040067,487,09-May-2022 19:29:09
45,20046,21150018,594,09-May-2022 19:29:09
46,20047,75040483,574,09-May-2022 19:29:09
47,20048,17240059,486,09-May-2022 19:29:09
48,20049,62030110,360,09-May-2022 19:29:09
49,20050,10030048,540,09-May-2022 19:29:09
0,20051,49120024,640,09-May-2022 19:29:09
1,20052,50060004,387,09-May-2022 19:29:09
2,20053,31350108,567,09-May-2022 19:29:09
3,20054,28100002,272,09-May-2022 19:29:09
4,20055,82080048,633,09-May-2022 19:29:09
5,20056,76020032,610,09-May-2022 19:29:09
6,20057,76050435,438,09-May-2022 19:29:09
7,20058,77060037,303,09-May-2022 19:29:09
8,20059,75020244,584,09-May-2022 19:29:09
